year,race,education_buckets,sex,age,assets,debt,networth
2010,Other,All,Female,65-74,168324.61,63000.96,98442.68
2010,Other,All,Female,<35,15623.58,8884,1885.2
2010,Other,All,Female,>=75,72226.64,58912.43,58323.31
2010,Other,All,Female,All,54529.35,30634.47,17944.73
2010,Other,All,Male,35-44,176148.18,141507.67,43606.98
2010,Other,All,Male,45-54,337568.25,197945.78,117011.88
2010,Other,All,Male,55-64,387643.81,106808.24,176737.3
2010,Other,All,Male,65-74,295623.77,21738.69,110991.03
2010,Other,All,Male,<35,53845.96,40190.06,15588.23
2010,Other,All,Male,>=75,281837.08,20030.23,225045.5
2010,Other,All,Male,All,207737.02,101235.13,71167.4
2010,Other,Bachelor's degree or higher,All,35-44,263126.49,177915.55,96616.39
2010,Other,Bachelor's degree or higher,All,45-54,738879.74,319305.39,448924.53
2010,Other,Bachelor's degree or higher,All,55-64,784713.62,176737.3,644443.11
2010,Other,Bachelor's degree or higher,All,65-74,290557.3,230936.74,111580.15
2010,Other,Bachelor's degree or higher,All,<35,93317.3,104864.13,42711.51
2010,Other,Bachelor's degree or higher,All,>=75,303988.16,58912.43,303988.16
2010,Other,Bachelor's degree or higher,All,All,364432.32,226223.75,123126.99
2010,Other,Bachelor's degree or higher,Female,35-44,89841.46,30634.47,16731.13
2010,Other,Bachelor's degree or higher,Female,45-54,359401.19,263456.4,61162.89
2010,Other,Bachelor's degree or higher,Female,55-64,224338.55,86071.07,176643.04
2010,Other,Bachelor's degree or higher,Female,65-74,,,
2010,Other,Bachelor's degree or higher,Female,<35,51725.12,161431.85,33344.44
2010,Other,Bachelor's degree or higher,Female,>=75,273353.69,,273353.69
2010,Other,Bachelor's degree or higher,Female,All,158474.45,100386.79,61162.89
2010,Other,Bachelor's degree or higher,Male,35-44,530447.55,299993.9,205663.31
2010,Other,Bachelor's degree or higher,Male,45-54,833139.64,329909.63,605030.69
2010,Other,Bachelor's degree or higher,Male,55-64,1255188.31,211024.34,1105904.21
2010,Other,Bachelor's degree or higher,Male,65-74,301986.31,230936.74,117824.87
2010,Other,Bachelor's degree or higher,Male,<35,119710.07,104864.13,46423
2010,Other,Bachelor's degree or higher,Male,>=75,664756.12,,652973.63
2010,Other,Bachelor's degree or higher,Male,All,461873.48,265105.95,189980.82
2010,Other,High school diploma,All,35-44,167605.87,94613.37,20148.05
2010,Other,High school diploma,All,45-54,81416.98,10368.59,34169.21
2010,Other,High school diploma,All,55-64,105842.08,17673.73,20030.23
2010,Other,High school diploma,All,65-74,188991.09,48661.67,188991.09
2010,Other,High school diploma,All,<35,15600.01,16142.01,7424.14
2010,Other,High school diploma,All,>=75,273353.69,31836.28,150344.53
2010,Other,High school diploma,All,All,72108.82,29314.83,19099.41
2010,Other,High school diploma,Female,35-44,1142.9,,624.47
2010,Other,High school diploma,Female,45-54,18027.2,2768.88,17061.04
2010,Other,High school diploma,Female,55-64,17202.43,7305.14,15670.71
2010,Other,High school diploma,Female,65-74,145348.76,160241.82,98442.68
2010,Other,High school diploma,Female,<35,6174.02,1178.25,0
2010,Other,High school diploma,Female,>=75,72226.64,,72226.64
2010,Other,High school diploma,Female,All,16778.26,7305.14,6362.54
2010,Other,High school diploma,Male,35-44,171199.53,102036.34,43967.53
2010,Other,High school diploma,Male,45-54,102743.28,29314.83,46434.78
2010,Other,High school diploma,Male,55-64,125860.52,38293.08,70482.84
2010,Other,High school diploma,Male,65-74,192761.48,11782.49,192761.48
2010,Other,High school diploma,Male,<35,17202.43,17673.73,11311.19
2010,Other,High school diploma,Male,>=75,283133.16,31836.28,237063.63
2010,Other,High school diploma,Male,All,129390.56,39353.51,34169.21
2010,Other,No high school diploma,All,35-44,48508.5,20030.23,10026.9
2010,Other,No high school diploma,All,45-54,17956.51,7069.49,12842.91
2010,Other,No high school diploma,All,55-64,164954.81,28277.97,80651.12
2010,Other,No high school diploma,All,65-74,40720.27,21738.69,13608.77
2010,Other,No high school diploma,All,<35,8012.09,6951.67,1885.2
2010,Other,No high school diploma,All,>=75,65746.28,4100.31,65746.28
2010,Other,No high school diploma,All,All,48390.67,13314.21,17025.69
2010,Other,No high school diploma,Female,35-44,4029.61,2132.63,1343.2
2010,Other,No high school diploma,Female,45-54,1178.25,5349.25,1178.25
2010,Other,No high school diploma,Female,55-64,,,742.3
2010,Other,No high school diploma,Female,65-74,942.6,,942.6
2010,Other,No high school diploma,Female,<35,,,
2010,Other,No high school diploma,Female,>=75,,,
2010,Other,No high school diploma,Female,All,4023.72,5714.51,1343.2
2010,Other,No high school diploma,Male,35-44,82477.41,106042.38,11923.88
2010,Other,No high school diploma,Male,45-54,50546.87,22268.9,25450.17
2010,Other,No high school diploma,Male,55-64,164954.81,23800.62,80969.25
2010,Other,No high school diploma,Male,65-74,281719.26,17673.73,14138.98
2010,Other,No high school diploma,Male,<35,11546.84,6951.67,3652.57
2010,Other,No high school diploma,Male,>=75,,,
2010,Other,No high school diploma,Male,All,82477.41,22268.9,25450.17
2010,Other,Some college or Associate degree,All,35-44,131551.46,141378.06,8365.57
2010,Other,Some college or Associate degree,All,45-54,229640.67,124246.32,46776.47
2010,Other,Some college or Associate degree,All,55-64,214382.35,115232.72,147634.56
2010,Other,Some college or Associate degree,All,65-74,342870.36,62447.18,282779.68
2010,Other,Some college or Associate degree,All,<35,24967.09,14138.98,7906.05
2010,Other,Some college or Associate degree,All,>=75,176148.18,56438.11,118531.82
2010,Other,Some college or Associate degree,All,All,156471.42,67160.17,42240.22
2010,Other,Some college or Associate degree,Female,35-44,15376.15,126072.61,14197.9
2010,Other,Some college or Associate degree,Female,45-54,65864.1,31341.41,26545.94
2010,Other,Some college or Associate degree,Female,55-64,245075.72,115232.72,110590.42
2010,Other,Some college or Associate degree,Female,65-74,250495.67,62647.48,221051.23
2010,Other,Some college or Associate degree,Female,<35,17673.73,8836.87,3369.79
2010,Other,Some college or Associate degree,Female,>=75,,,
2010,Other,Some college or Associate degree,Female,All,65864.1,34169.21,22858.02
2010,Other,Some college or Associate degree,Male,35-44,136566.09,141625.49,8365.57
2010,Other,Some college or Associate degree,Male,45-54,347606.92,178740.32,126979.86
2010,Other,Some college or Associate degree,Male,55-64,214382.35,117824.87,188826.13
2010,Other,Some college or Associate degree,Male,65-74,585236.12,,585236.12
2010,Other,Some college or Associate degree,Male,<35,26510.6,33344.44,10403.94
2010,Other,Some college or Associate degree,Male,>=75,178504.67,,119415.5
2010,Other,Some college or Associate degree,Male,All,206193.52,83349.31,67513.65
2010,White,All,All,35-44,256151.26,155352.09,78378.28
2010,White,All,All,45-54,368143.8,124423.06,220332.5
2010,White,All,All,55-64,427091.58,98972.89,304518.37
2010,White,All,All,65-74,386112.09,57734.19,336696.34
2010,White,All,All,<35,93317.3,78942.66,15906.36
2010,White,All,All,>=75,303988.16,34169.21,280423.18
2010,White,All,All,All,280069.71,99679.84,152877.77
2010,White,All,Female,35-44,121359.61,97794.64,16530.83
2010,White,All,Female,45-54,193233.96,68338.42,76468.34
2010,White,All,Female,55-64,194057.56,60090.68,125483.48
2010,White,All,Female,65-74,191229.76,37703.96,149873.23
2010,White,All,Female,<35,18062.55,34051.39,5042.9
2010,White,All,Female,>=75,205015.27,27217.54,184230.96
2010,White,All,Female,All,157060.55,46423,74653.84
2010,White,All,Male,35-44,306933.78,176383.83,98112.77
2010,White,All,Male,45-54,413329.64,134320.35,255090.84
2010,White,All,Male,55-64,505527.59,114643.6,399791.56
2010,White,All,Male,65-74,495453.57,65981.93,441843.25
2010,White,All,Male,<35,127368.68,91903.4,24330.84
2010,White,All,Male,>=75,358541.07,50664.69,348608.44
2010,White,All,Male,All,332855.25,113111.87,187695.01
2010,White,Bachelor's degree or higher,All,35-44,467234.51,242719.23,216314.67
2010,White,Bachelor's degree or higher,All,45-54,821474.98,182157.25,595840.36
2010,White,Bachelor's degree or higher,All,55-64,1041807.48,163776.57,850177.11
2010,White,Bachelor's degree or higher,All,65-74,1002925.27,97794.64,881153.27
2010,White,Bachelor's degree or higher,All,<35,244840.07,175794.7,39471.33
2010,White,Bachelor's degree or higher,All,>=75,730749.83,120122.45,680556.44
2010,White,Bachelor's degree or higher,All,All,542112.22,176972.95,392380.37
2010,White,Bachelor's degree or higher,Female,35-44,169785.63,134320.35,48190.37
2010,White,Bachelor's degree or higher,Female,45-54,382459.52,129607.35,244015.3
2010,White,Bachelor's degree or higher,Female,55-64,413683.11,79531.79,224927.67
2010,White,Bachelor's degree or higher,Female,65-74,391178.56,35347.46,358187.6
2010,White,Bachelor's degree or higher,Female,<35,56343.85,77670.15,8577.65
2010,White,Bachelor's degree or higher,Female,>=75,531625.8,154350.58,507234.88
2010,White,Bachelor's degree or higher,Female,All,310232.88,108398.88,182275.07
2010,White,Bachelor's degree or higher,Male,35-44,524674.14,262513.8,283168.5
2010,White,Bachelor's degree or higher,Male,45-54,928459.96,197945.78,704368.84
2010,White,Bachelor's degree or higher,Male,55-64,1407418.04,187141.24,1227122.43
2010,White,Bachelor's degree or higher,Male,65-74,1172439.91,106042.38,1069967.62
2010,White,Bachelor's degree or higher,Male,<35,262513.8,189391.69,50193.39
2010,White,Bachelor's degree or higher,Male,>=75,841505.2,94259.89,726637.74
2010,White,Bachelor's degree or higher,Male,All,656284.51,198475.99,475423.34
2010,White,High school diploma,All,35-44,182805.28,96027.27,57734.19
2010,White,High school diploma,All,45-54,272470.01,88368.65,132694.37
2010,White,High school diploma,All,55-64,289849.17,76586.16,181214.65
2010,White,High school diploma,All,65-74,257682.99,37315.14,208550.02
2010,White,High school diploma,All,<35,44361.06,32990.96,12336.26
2010,White,High school diploma,All,>=75,254808.06,29574.04,233057.59
2010,White,High school diploma,All,All,205015.27,63625.43,105641.78
2010,White,High school diploma,Female,35-44,16024.18,15317.23,11317.08
2010,White,High school diploma,Female,45-54,88957.78,30858.33,28360.45
2010,White,High school diploma,Female,55-64,152936.68,69516.67,88015.18
2010,White,High school diploma,Female,65-74,137383.8,37703.96,105335.43
2010,White,High school diploma,Female,<35,10839.89,8954.69,5184.29
2010,White,High school diploma,Female,>=75,178033.37,27217.54,157885.32
2010,White,High school diploma,Female,All,126896.2,25921.47,71519.69
2010,White,High school diploma,Male,35-44,199006.2,106042.38,61859.23
2010,White,High school diploma,Male,45-54,310468.53,100445.7,149331.24
2010,White,High school diploma,Male,55-64,374683.08,82830.88,251803.52
2010,White,High school diploma,Male,65-74,355418.71,35347.46,298580
2010,White,High school diploma,Male,<35,60703.37,49486.44,15729.62
2010,White,High school diploma,Male,>=75,305637.71,35347.46,294562.17
2010,White,High school diploma,Male,All,236827.98,75407.92,124340.58
2010,White,No high school diploma,All,35-44,89075.6,111344.5,27099.72
2010,White,No high school diploma,All,45-54,110166.25,64568.03,38222.39
2010,White,No high school diploma,All,55-64,119203.42,43477.38,64933.28
2010,White,No high school diploma,All,65-74,122514.3,29456.22,60903.67
2010,White,No high school diploma,All,<35,13314.21,15081.58,5302.12
2010,White,No high school diploma,All,>=75,151522.78,21326.3,138939.08
2010,White,No high school diploma,All,All,112711.27,37550.79,49604.27
2010,White,No high school diploma,Female,35-44,7776.44,659.82,5596.68
2010,White,No high school diploma,Female,45-54,44066.5,11782.49,2356.5
2010,White,No high school diploma,Female,55-64,28042.32,5655.59,23152.59
2010,White,No high school diploma,Female,65-74,74147.19,36525.71,11782.49
2010,White,No high school diploma,Female,<35,11299.4,2356.5,9838.38
2010,White,No high school diploma,Female,>=75,87484.96,2356.5,75997.04
2010,White,No high school diploma,Female,All,27099.72,6480.37,11900.31
2010,White,No high school diploma,Male,35-44,129807.66,136676.85,35759.85
2010,White,No high school diploma,Male,45-54,119710.07,95320.32,56428.69
2010,White,No high school diploma,Male,55-64,165249.38,61268.93,105983.47
2010,White,No high school diploma,Male,65-74,155210.7,29456.22,78235.71
2010,White,No high school diploma,Male,<35,14728.11,23564.97,4006.05
2010,White,No high school diploma,Male,>=75,230583.27,23800.62,223867.25
2010,White,No high school diploma,Male,All,145513.71,48779.5,65251.41
2010,White,Some college or Associate degree,All,35-44,205769.35,133142.1,54081.61
2010,White,Some college or Associate degree,All,45-54,345344.69,134438.17,167075.66
2010,White,Some college or Associate degree,All,55-64,322840.14,67160.17,212673.89
2010,White,Some college or Associate degree,All,65-74,428057.74,64803.68,402136.27
2010,White,Some college or Associate degree,All,<35,70294.32,52078.59,13891.55
2010,White,Some college or Associate degree,All,>=75,282661.86,30634.47,248021.35
2010,White,Some college or Associate degree,All,All,235060.61,83066.53,103367.76
2010,White,Some college or Associate degree,Female,35-44,152583.2,107220.63,12489.44
2010,White,Some college or Associate degree,Female,45-54,182039.42,114784.99,35077.64
2010,White,Some college or Associate degree,Female,55-64,206900.47,44537.8,119592.24
2010,White,Some college or Associate degree,Female,65-74,341692.12,45126.92,272057.62
2010,White,Some college or Associate degree,Female,<35,12984.3,31965.89,1708.46
2010,White,Some college or Associate degree,Female,>=75,207607.42,9425.99,201598.35
2010,White,Some college or Associate degree,Female,All,147281.08,41945.65,44914.84
2010,White,Some college or Associate degree,Male,35-44,256858.21,153172.33,61740.23
2010,White,Some college or Associate degree,Male,45-54,366765.25,144571.11,192879.31
2010,White,Some college or Associate degree,Male,55-64,359248.02,77764.41,248056.69
2010,White,Some college or Associate degree,Male,65-74,527030.63,80120.91,487441.48
2010,White,Some college or Associate degree,Male,<35,105276.52,65981.93,24460.44
2010,White,Some college or Associate degree,Male,>=75,334622.62,53374.67,334622.62
2010,White,Some college or Associate degree,Male,All,269948.55,94613.37,133766.57
2013,All,All,All,35-44,178891.93,105973.42,51668.91
2013,All,All,All,45-54,236106.59,109817.02,115692.23
2013,All,All,All,55-64,286292.97,69623.99,181988.77
2013,All,All,All,65-74,333404.47,48319.49,254885.3
2013,All,All,All,<35,32417.98,34043.28,11486.86
2013,All,All,All,>=75,238302.93,21963.4,214143.19
2013,All,All,All,All,195188.77,66329.48,89391.05
2013,All,All,Female,35-44,32946.2,36239.62,8675.54
2013,All,All,Female,45-54,87853.62,59795.37,27728.8
2013,All,All,Female,55-64,129144.82,38765.41,62398.03
2013,All,All,Female,65-74,181417.72,29650.6,132988.41
2013,All,All,Female,<35,14924.13,19217.98,3733.78
2013,All,All,Female,>=75,151108.22,8126.46,129144.82
2013,All,All,Female,All,79068.25,27454.26,32945.11
2013,All,All,Male,35-44,225750.85,127947.81,84229.65
2013,All,All,Male,45-54,297955.54,121347.81,158026.69
2013,All,All,Male,55-64,371291.34,94991.72,261715.92
2013,All,All,Male,65-74,401600.84,54908.51,344056.72
2013,All,All,Male,<35,44695.53,52492.54,16143.1
2013,All,All,Male,>=75,294968.52,36459.25,264331.76
2013,All,All,Male,All,241806.1,90269.59,124752.13
2013,All,Bachelor's degree or higher,All,35-44,433996.86,202063.32,228968.49
2013,All,Bachelor's degree or higher,All,45-54,578076.79,172412.72,397867.06
2013,All,Bachelor's degree or higher,All,55-64,741923.79,148252.98,557870.46
2013,All,Bachelor's degree or higher,All,65-74,981259,109267.93,843284.9
2013,All,Bachelor's degree or higher,All,<35,97583.4,98725.5,32945.11
2013,All,Bachelor's degree or higher,All,>=75,655607.61,28222.97,643967.01
2013,All,Bachelor's degree or higher,All,All,463208.19,143860.3,304193.15
2013,All,Bachelor's degree or higher,Female,35-44,184789.1,109817.02,50988.04
2013,All,Bachelor's degree or higher,Female,45-54,279484.32,110366.11,154809.05
2013,All,Bachelor's degree or higher,Female,55-64,411154.92,75224.66,279430.51
2013,All,Bachelor's degree or higher,Female,65-74,666589.31,116955.13,497031.83
2013,All,Bachelor's degree or higher,Female,<35,34043.28,43487.54,15681.87
2013,All,Bachelor's degree or higher,Female,>=75,284854.37,7687.19,271138.22
2013,All,Bachelor's degree or higher,Female,All,234459.34,79068.25,120469.27
2013,All,Bachelor's degree or higher,Male,35-44,552379.61,228858.67,288835.24
2013,All,Bachelor's degree or higher,Male,45-54,708209.96,203381.12,460869.09
2013,All,Bachelor's degree or higher,Male,55-64,990824.06,169118.21,776516.15
2013,All,Bachelor's degree or higher,Male,65-74,1134903.99,109158.12,1006143.54
2013,All,Bachelor's degree or higher,Male,<35,166427.69,123544.15,44519.82
2013,All,Bachelor's degree or higher,Male,>=75,859647.63,98835.32,859647.63
2013,All,Bachelor's degree or higher,Male,All,588289.78,168020.04,408409.5
2013,All,High school diploma,All,35-44,122391.07,73577.4,30199.68
2013,All,High school diploma,All,45-54,150174.77,78299.54,59411.01
2013,All,High school diploma,All,55-64,177134.85,44036.63,91367.76
2013,All,High school diploma,All,65-74,194376.13,31846.94,159015.05
2013,All,High school diploma,All,<35,24049.93,21084.87,9828.62
2013,All,High school diploma,All,>=75,217327.88,23940.11,179880.28
2013,All,High school diploma,All,All,143717.53,40797.02,63584.05
2013,All,High school diploma,Female,35-44,15154.75,15374.38,4129.12
2013,All,High school diploma,Female,45-54,83680.57,36459.25,42576.06
2013,All,High school diploma,Female,55-64,71501.86,31495.52,32264.24
2013,All,High school diploma,Female,65-74,148252.98,31846.94,121062.28
2013,All,High school diploma,Female,<35,5161.4,6589.02,2196.34
2013,All,High school diploma,Female,>=75,144299.56,8236.28,112782.08
2013,All,High school diploma,Female,All,72720.83,19767.06,32946.2
2013,All,High school diploma,Male,35-44,154951.82,79068.25,46738.12
2013,All,High school diploma,Male,45-54,183284.61,82362.77,65561.86
2013,All,High school diploma,Male,55-64,218535.87,48868.57,126728.84
2013,All,High school diploma,Male,65-74,227321.23,30748.77,177782.77
2013,All,High school diploma,Male,<35,35696.02,30199.68,13178.04
2013,All,High school diploma,Male,>=75,248625.73,30748.77,220820.06
2013,All,High school diploma,Male,All,169996.75,51614,77596.71
2013,All,No Data,All,45-54,,,
2013,All,No Data,All,All,,,
2013,All,No Data,Male,45-54,,,
2013,All,No Data,Male,All,,,
2013,All,No high school diploma,All,35-44,21633.95,22073.22,9422.3
2013,All,No high school diploma,All,45-54,30463.24,20997.01,9773.71
2013,All,No high school diploma,All,55-64,58763.09,35800.35,18668.89
2013,All,No high school diploma,All,65-74,94662.27,16472.55,54908.51
2013,All,No high school diploma,All,<35,12277.54,9005,9290.52
2013,All,No high school diploma,All,>=75,125630.67,14276.21,112232.99
2013,All,No high school diploma,All,All,50087.54,19217.98,18778.71
2013,All,No high school diploma,Female,35-44,9762.73,31846.94,21.96
2013,All,No high school diploma,Female,45-54,6380.37,7138.11,2712.48
2013,All,No high school diploma,Female,55-64,8895.18,21963.4,1921.8
2013,All,No high school diploma,Female,65-74,77531.91,20865.23,54908.51
2013,All,No high school diploma,Female,<35,7797.01,8785.36,2196.34
2013,All,No high school diploma,Female,>=75,78189.72,6589.02,70513.51
2013,All,No high school diploma,Female,All,21414.32,11289.19,7687.19
2013,All,No high school diploma,Male,35-44,26026.63,21963.4,18559.08
2013,All,No high school diploma,Male,45-54,66999.36,25257.91,31188.03
2013,All,No high school diploma,Male,55-64,118404.71,37634.29,52163.08
2013,All,No high school diploma,Male,65-74,105204.71,14825.3,70348.78
2013,All,No high school diploma,Male,<35,13419.64,9993.35,10234.95
2013,All,No high school diploma,Male,>=75,176805.4,32945.11,146056.64
2013,All,No high school diploma,Male,All,69184.72,21601.01,25697.18
2013,All,Some college or Associate degree,All,35-44,94223,54908.51,29870.23
2013,All,Some college or Associate degree,All,45-54,227705.59,106522.51,115143.15
2013,All,Some college or Associate degree,All,55-64,233910.25,56775.4,146386.09
2013,All,Some college or Associate degree,All,65-74,303644.06,45442.28,220765.16
2013,All,Some college or Associate degree,All,<35,22446.6,27454.26,8565.73
2013,All,Some college or Associate degree,All,>=75,281351.21,15374.38,262572.49
2013,All,Some college or Associate degree,All,All,158246.33,52712.17,55347.78
2013,All,Some college or Associate degree,Female,35-44,19843.94,17340.11,9114.81
2013,All,Some college or Associate degree,Female,45-54,50933.13,32945.11,22183.04
2013,All,Some college or Associate degree,Female,55-64,89841.3,17570.72,48594.03
2013,All,Some college or Associate degree,Female,65-74,238077.81,16033.28,155500.9
2013,All,Some college or Associate degree,Female,<35,11530.79,14715.48,2690.52
2013,All,Some college or Associate degree,Female,>=75,214143.19,7577.37,179001.74
2013,All,Some college or Associate degree,Female,All,48978.39,16692.19,17790.36
2013,All,Some college or Associate degree,Male,35-44,167580.77,107730.5,51394.37
2013,All,Some college or Associate degree,Male,45-54,299141.56,122995.06,173510.89
2013,All,Some college or Associate degree,Male,55-64,321324.6,76871.91,220973.81
2013,All,Some college or Associate degree,Male,65-74,367118.3,74609.68,294529.25
2013,All,Some college or Associate degree,Male,<35,35459.92,41620.65,14155.41
2013,All,Some college or Associate degree,Male,>=75,340542.58,64792.04,274213.1
2013,All,Some college or Associate degree,Male,All,211727.21,82549.45,80748.45
2013,Black,All,All,35-44,38820.32,43926.81,8840.27
2013,Black,All,All,45-54,87853.62,50735.46,21095.85
2013,Black,All,All,55-64,89841.3,30748.77,30968.4
2013,Black,All,All,65-74,122017.69,25038.28,66878.57
2013,Black,All,All,<35,14649.59,21084.87,2196.34
2013,Black,All,All,>=75,73906.85,10970.72,73577.4
2013,Black,All,All,All,58433.64,28552.43,14364.07
2013,Black,All,Female,35-44,21568.06,15374.38,3405.43
2013,Black,All,Female,45-54,47649.6,35251.26,11190.35
2013,Black,All,Female,55-64,98066.6,53140.46,39589.04
2013,Black,All,Female,65-74,100043.31,27454.26,74763.43
2013,Black,All,Female,<35,10729.12,14056.58,2196.34
2013,Black,All,Female,>=75,60564.09,10871.88,60069.91
2013,Black,All,Female,All,43158.09,24818.65,9158.74
2013,Black,All,Male,35-44,90928.49,80166.42,11377.04
2013,Black,All,Male,45-54,102569.1,74785.39,28332.79
2013,Black,All,Male,55-64,75883.56,21447.26,22512.49
2013,Black,All,Male,65-74,124093.23,23720.48,55567.41
2013,Black,All,Male,<35,16472.55,25807,2196.34
2013,Black,All,Male,>=75,96803.7,14166.4,96803.7
2013,Black,All,Male,All,79727.16,33428.3,17900.17
2013,Black,Bachelor's degree or higher,All,35-44,171973.45,126509.21,19876.88
2013,Black,Bachelor's degree or higher,All,45-54,201953.5,102129.83,131560.79
2013,Black,Bachelor's degree or higher,All,55-64,346802.15,60728.81,224026.72
2013,Black,Bachelor's degree or higher,All,65-74,500765.61,26136.45,366459.4
2013,Black,Bachelor's degree or higher,All,<35,38437.06,52492.54,7390.69
2013,Black,Bachelor's degree or higher,All,>=75,73687.22,7687.19,73687.22
2013,Black,Bachelor's degree or higher,All,All,173071.62,80166.42,39248.6
2013,Black,Bachelor's degree or higher,Female,35-44,157587.42,102129.83,26520.81
2013,Black,Bachelor's degree or higher,Female,45-54,250371.82,109817.02,154820.03
2013,Black,Bachelor's degree or higher,Female,55-64,367996.83,68635.64,227760.5
2013,Black,Bachelor's degree or higher,Female,65-74,554202.57,,371620.8
2013,Black,Bachelor's degree or higher,Female,<35,27509.16,33933.46,8005.66
2013,Black,Bachelor's degree or higher,Female,>=75,72808.68,7687.19,72808.68
2013,Black,Bachelor's degree or higher,Female,All,175202.07,60399.36,68306.19
2013,Black,Bachelor's degree or higher,Male,35-44,173071.62,135129.84,19876.88
2013,Black,Bachelor's degree or higher,Male,45-54,201953.5,102129.83,59465.92
2013,Black,Bachelor's degree or higher,Male,55-64,196462.65,12189.69,28464.57
2013,Black,Bachelor's degree or higher,Male,65-74,373268.05,26136.45,361188.18
2013,Black,Bachelor's degree or higher,Male,<35,65890.21,52602.35,-16527.46
2013,Black,Bachelor's degree or higher,Male,>=75,,,
2013,Black,Bachelor's degree or higher,Male,All,171973.45,84339.47,35690.53
2013,Black,High school diploma,All,35-44,32946.2,16472.55,7247.92
2013,Black,High school diploma,All,45-54,79068.25,36404.34,21524.14
2013,Black,High school diploma,All,55-64,71501.86,25257.91,17790.36
2013,Black,High school diploma,All,65-74,74115.51,34043.28,55567.41
2013,Black,High school diploma,All,<35,6699.94,9005,2196.34
2013,Black,High school diploma,All,>=75,26389.03,43926.81,12112.82
2013,Black,High school diploma,All,All,32946.2,21469.23,9158.74
2013,Black,High school diploma,Female,35-44,23399.81,12442.27,3405.43
2013,Black,High school diploma,Female,45-54,32946.2,10981.7,11377.04
2013,Black,High school diploma,Female,55-64,60728.81,31846.94,5128.45
2013,Black,High school diploma,Female,65-74,74115.51,35470.9,55677.23
2013,Black,High school diploma,Female,<35,5051.58,8346.09,2196.34
2013,Black,High school diploma,Female,>=75,25323.8,43926.81,10147.09
2013,Black,High school diploma,Female,All,23940.11,15374.38,4831.95
2013,Black,High school diploma,Male,35-44,74565.76,21084.87,10553.42
2013,Black,High school diploma,Male,45-54,123434.33,56006.68,22237.95
2013,Black,High school diploma,Male,55-64,76762.1,18097.84,38666.57
2013,Black,High school diploma,Male,65-74,106083.24,29650.6,55567.41
2013,Black,High school diploma,Male,<35,9960.4,9005,2196.34
2013,Black,High school diploma,Male,>=75,53480.89,,53480.89
2013,Black,High school diploma,Male,All,55567.41,27783.71,15868.56
2013,Black,No high school diploma,All,35-44,9674.88,15264.57,3074.88
2013,Black,No high school diploma,All,45-54,7807.99,32945.11,1427.62
2013,Black,No high school diploma,All,55-64,35822.31,22732.12,3777.71
2013,Black,No high school diploma,All,65-74,83988.06,18778.71,42839.62
2013,Black,No high school diploma,All,<35,10696.18,6050.92,6808.66
2013,Black,No high school diploma,All,>=75,96693.89,11113.48,88347.79
2013,Black,No high school diploma,All,All,44036.63,15374.38,8126.46
2013,Black,No high school diploma,Female,35-44,329.45,,21.96
2013,Black,No high school diploma,Female,45-54,6589.02,7193.01,1273.88
2013,Black,No high school diploma,Female,55-64,1207.99,,164.73
2013,Black,No high school diploma,Female,65-74,54908.51,,48462.25
2013,Black,No high school diploma,Female,<35,12244.6,,3404.33
2013,Black,No high school diploma,Female,>=75,60564.09,10959.74,60267.58
2013,Black,No high school diploma,Female,All,17186.36,20865.23,3625.06
2013,Black,No high school diploma,Male,35-44,11750.42,3294.51,8840.27
2013,Black,No high school diploma,Male,45-54,85986.73,32945.11,7138.11
2013,Black,No high school diploma,Male,55-64,37227.97,18668.89,6589.02
2013,Black,No high school diploma,Male,65-74,91159.11,10981.7,41280.22
2013,Black,No high school diploma,Male,<35,9444.26,6039.94,9334.45
2013,Black,No high school diploma,Male,>=75,109487.57,15264.57,107840.31
2013,Black,No high school diploma,Male,All,63913.51,15264.57,16637.28
2013,Black,Some college or Associate degree,All,35-44,26905.17,21963.4,11486.86
2013,Black,Some college or Associate degree,All,45-54,46441.62,50735.46,16714.15
2013,Black,Some college or Associate degree,All,55-64,89841.3,31846.94,36777.72
2013,Black,Some college or Associate degree,All,65-74,224026.72,15901.5,98835.32
2013,Black,Some college or Associate degree,All,<35,9685.86,14605.66,0
2013,Black,Some college or Associate degree,All,>=75,265757.19,988.35,264768.84
2013,Black,Some college or Associate degree,All,All,35141.45,22029.29,13573.38
2013,Black,Some college or Associate degree,Female,35-44,23171.39,14276.21,10048.26
2013,Black,Some college or Associate degree,Female,45-54,27487.2,32945.11,11014.65
2013,Black,Some college or Associate degree,Female,55-64,89841.3,10432.62,48594.03
2013,Black,Some college or Associate degree,Female,65-74,223367.82,7028.29,164626.69
2013,Black,Some college or Associate degree,Female,<35,6819.64,11860.24,-547.99
2013,Black,Some college or Associate degree,Female,>=75,,,
2013,Black,Some college or Associate degree,Female,All,29925.14,13727.13,11014.65
2013,Black,Some college or Associate degree,Male,35-44,30309.5,58752.11,13134.12
2013,Black,Some college or Associate degree,Male,45-54,80495.88,74785.39,30803.67
2013,Black,Some college or Associate degree,Male,55-64,106083.24,45024.98,30858.58
2013,Black,Some college or Associate degree,Male,65-74,228551.18,177464.3,50735.46
2013,Black,Some college or Associate degree,Male,<35,17241.27,23061.57,5271.22
2013,Black,Some college or Associate degree,Male,>=75,41730.47,10981.7,36898.52
2013,Black,Some college or Associate degree,Male,All,38688.54,47770.4,18844.6
